AircraftID,SeatNum,Class
5,11E,Economy
5,12F,Economy
5,12A,Economy
5,12B,Economy
5,12C,Economy
5,12D,Economy
5,12E,Economy
5,13F,Economy
5,13A,Economy
5,13B,Economy
5,13C,Economy
5,13D,Economy
5,13E,Economy
5,14F,Economy
5,14A,Economy
5,14B,Economy
5,14C,Economy
5,14D,Economy
5,14E,Economy
5,15F,Economy
5,15A,Economy
5,15B,Economy
5,15C,Economy
5,15D,Economy
5,15E,Economy
5,16F,Economy
5,16A,Economy
5,16B,Economy
5,16C,Economy
5,16D,Economy
5,16E,Economy
5,17F,Economy
5,17A,Economy
5,17B,Economy
5,17C,Economy
5,17D,Economy
5,17E,Economy
5,18F,Economy
5,18A,Economy
5,18B,Economy
5,18C,Economy
5,18D,Economy
5,18E,Economy
5,19F,Economy
5,19A,Economy
5,19B,Economy
5,19C,Economy
5,19D,Economy
5,19E,Economy
5,20F,Economy
5,20A,Economy
5,20B,Economy
5,20C,Economy
5,20D,Economy
5,20E,Economy
5,21F,Economy
5,21A,Economy
5,21B,Economy
5,21C,Economy
5,21D,Economy
5,21E,Economy
5,22F,Economy
5,22A,Economy
5,22B,Economy
5,22C,Economy
5,22D,Economy
5,22E,Economy
5,23F,Economy
6,1A,Business
6,1B,Business
6,1C,Business
6,1D,Business
6,2A,Business
6,2B,Business
6,2C,Business
6,2D,Business
6,3A,Economy
6,3B,Economy
6,3C,Economy
6,3D,Economy
6,3E,Economy
6,4F,Economy
6,4A,Economy
6,4B,Economy
6,4C,Economy
6,4D,Economy
6,4E,Economy
6,5F,Economy
6,5A,Economy
6,5B,Economy
6,5C,Economy
6,5D,Economy
6,5E,Economy
6,6F,Economy
6,6A,Economy
6,6B,Economy
6,6C,Economy
6,6D,Economy
6,6E,Economy
6,7F,Economy
6,7A,Economy
6,7B,Economy
6,7C,Economy
6,7D,Economy
6,7E,Economy
6,8F,Economy
6,8A,Economy
6,8B,Economy
6,8C,Economy
6,8D,Economy
6,9A,Economy
6,9B,Economy
6,9C,Economy
6,9D,Economy
6,9E,Economy
6,10F,Economy
6,10A,Economy
6,10B,Economy
6,10C,Economy
6,10D,Economy
6,10E,Economy
6,11F,Economy
6,11A,Economy
6,11B,Economy
6,11C,Economy
6,11D,Economy
6,11E,Economy
6,12F,Economy
6,12A,Economy
6,12B,Economy
6,12C,Economy
6,12D,Economy
6,12E,Economy
6,13F,Economy
6,13A,Economy
6,13B,Economy
6,13C,Economy
6,13D,Economy
6,13E,Economy
6,14F,Economy
6,14A,Economy
6,14B,Economy
6,14C,Economy
6,14D,Economy
6,14E,Economy
6,15F,Economy
6,15A,Economy
6,15B,Economy
6,15C,Economy
6,15D,Economy
6,15E,Economy
6,16F,Economy
6,16A,Economy
6,16B,Economy
6,16C,Economy
6,16D,Economy
6,16E,Economy
6,17F,Economy
6,17A,Economy
6,17B,Economy
6,17C,Economy
6,17D,Economy
6,17E,Economy
6,18F,Economy
6,18A,Economy
6,18B,Economy
6,18C,Economy
6,18D,Economy
6,18E,Economy
6,19F,Economy
6,19A,Economy
6,19B,Economy
6,19C,Economy
6,19D,Economy
6,19E,Economy
6,20F,Economy
6,20A,Economy
6,20B,Economy
6,20C,Economy
6,20D,Economy
6,20E,Economy
6,21F,Economy
6,21A,Economy
6,21B,Economy
6,21C,Economy
6,21D,Economy
6,21E,Economy
6,22F,Economy
6,22A,Economy
6,22B,Economy
6,22C,Economy
6,22D,Economy
6,22E,Economy
6,23F,Economy
7,1A,Business
7,1B,Business
7,1C,Business
7,1D,Business
7,2A,Business
7,2B,Business
7,2C,Business
7,2D,Business
7,3A,Economy
7,3B,Economy
7,3C,Economy
7,3D,Economy
7,3E,Economy
7,4F,Economy
7,4A,Economy
7,4B,Economy
7,4C,Economy
7,4D,Economy
7,4E,Economy
7,5F,Economy
7,5A,Economy
7,5B,Economy
7,5C,Economy
7,5D,Economy
7,5E,Economy
7,6F,Economy
7,6A,Economy
7,6B,Economy
7,6C,Economy
7,6D,Economy
7,6E,Economy
7,7F,Economy
7,7A,Economy
7,7B,Economy
7,7C,Economy
7,7D,Economy
7,7E,Economy
7,8F,Economy
7,8A,Economy
7,8B,Economy
7,8C,Economy
7,8D,Economy
7,9A,Economy
7,9B,Economy
7,9C,Economy
7,9D,Economy
7,9E,Economy
7,10F,Economy
7,10A,Economy
7,10B,Economy
7,10C,Economy
7,10D,Economy
7,10E,Economy
7,11F,Economy
7,11A,Economy
7,11B,Economy
7,11C,Economy
7,11D,Economy
7,11E,Economy
7,12F,Economy
7,12A,Economy
7,12B,Economy
7,12C,Economy
7,12D,Economy
7,12E,Economy
7,13F,Economy
7,13A,Economy
7,13B,Economy
7,13C,Economy
7,13D,Economy
7,13E,Economy
7,14F,Economy
7,14A,Economy
7,14B,Economy
7,14C,Economy
7,14D,Economy
7,14E,Economy
7,15F,Economy
7,15A,Economy
7,15B,Economy
7,15C,Economy
7,15D,Economy
7,15E,Economy
7,16F,Economy
7,16A,Economy
7,16B,Economy
7,16C,Economy
7,16D,Economy
7,16E,Economy
7,17F,Economy
7,17A,Economy
7,17B,Economy
7,17C,Economy
7,17D,Economy
7,17E,Economy
7,18F,Economy
7,18A,Economy
7,18B,Economy
7,18C,Economy
7,18D,Economy
7,18E,Economy
7,19F,Economy
7,19A,Economy
7,19B,Economy
7,19C,Economy
7,19D,Economy
7,19E,Economy
7,20F,Economy
7,20A,Economy
7,20B,Economy
7,20C,Economy
7,20D,Economy
7,20E,Economy
7,21F,Economy
7,21A,Economy
7,21B,Economy
7,21C,Economy
7,21D,Economy
7,21E,Economy
7,22F,Economy
7,22A,Economy
7,22B,Economy
7,22C,Economy
7,22D,Economy
7,22E,Economy
7,23F,Economy
8,1A,Business
8,1B,Business
8,1C,Business
8,1D,Business
8,2A,Business
8,2B,Business
8,2C,Business
8,2D,Business
8,3A,Economy
8,3B,Economy
8,3C,Economy
8,3D,Economy
8,3E,Economy
8,4F,Economy
8,4A,Economy
8,4B,Economy
8,4C,Economy
8,4D,Economy
8,4E,Economy
8,5F,Economy
8,5A,Economy
8,5B,Economy
8,5C,Economy
8,5D,Economy
8,5E,Economy
8,6F,Economy
8,6A,Economy
8,6B,Economy
8,6C,Economy
8,6D,Economy
8,6E,Economy
8,7F,Economy
8,7A,Economy
8,7B,Economy
8,7C,Economy
8,7D,Economy
8,7E,Economy
8,8F,Economy
8,8A,Economy
8,8B,Economy
8,8C,Economy
8,8D,Economy
8,9A,Economy
8,9B,Economy
8,9C,Economy
8,9D,Economy
8,9E,Economy
8,10F,Economy
8,10A,Economy
8,10B,Economy
8,10C,Economy
8,10D,Economy
8,10E,Economy
8,11F,Economy
8,11A,Economy
8,11B,Economy
8,11C,Economy
8,11D,Economy
8,11E,Economy
8,12F,Economy
8,12A,Economy
8,12B,Economy
8,12C,Economy
8,12D,Economy
8,12E,Economy
8,13F,Economy
8,13A,Economy
8,13B,Economy
8,13C,Economy
8,13D,Economy
8,13E,Economy
8,14F,Economy
8,14A,Economy
8,14B,Economy
8,14C,Economy
8,14D,Economy
8,14E,Economy
8,15F,Economy
8,15A,Economy
8,15B,Economy
8,15C,Economy
8,15D,Economy
8,15E,Economy
8,16F,Economy
8,16A,Economy
8,16B,Economy
8,16C,Economy
8,16D,Economy
8,16E,Economy
8,17F,Economy
8,17A,Economy
8,17B,Economy
8,17C,Economy
8,17D,Economy
8,17E,Economy
8,18F,Economy
8,18A,Economy
8,18B,Economy
8,18C,Economy
8,18D,Economy
8,18E,Economy
8,19F,Economy
8,19A,Economy
8,19B,Economy
8,19C,Economy
8,19D,Economy
8,19E,Economy
8,20F,Economy
8,20A,Economy
8,20B,Economy
8,20C,Economy
8,20D,Economy
8,20E,Economy
8,21F,Economy
8,21A,Economy
8,21B,Economy
8,21C,Economy
8,21D,Economy
8,21E,Economy
8,22F,Economy
8,22A,Economy
8,22B,Economy
8,22C,Economy
8,22D,Economy
8,22E,Economy
8,23F,Economy
9,1A,Business
9,1B,Business
9,1C,Business
9,1D,Business
9,2A,Business
9,2B,Business
9,2C,Business
9,2D,Business
9,3A,Economy
9,3B,Economy
9,3C,Economy
9,3D,Economy
9,3E,Economy
9,4F,Economy
9,4A,Economy
9,4B,Economy
9,4C,Economy
9,4D,Economy
9,4E,Economy
9,5F,Economy
9,5A,Economy
9,5B,Economy
9,5C,Economy
9,5D,Economy
9,5E,Economy
9,6F,Economy
9,6A,Economy
9,6B,Economy
9,6C,Economy
9,6D,Economy
9,6E,Economy
9,7F,Economy
9,7A,Economy
9,7B,Economy
9,7C,Economy
9,7D,Economy
9,7E,Economy
9,8F,Economy
9,8A,Economy
9,8B,Economy
9,8C,Economy
9,8D,Economy
9,9A,Economy
9,9B,Economy
9,9C,Economy
9,9D,Economy
9,9E,Economy
9,10F,Economy
9,10A,Economy
9,10B,Economy
9,10C,Economy
9,10D,Economy
9,10E,Economy
9,11F,Economy
9,11A,Economy
9,11B,Economy
9,11C,Economy
9,11D,Economy
9,11E,Economy
9,12F,Economy
9,12A,Economy
9,12B,Economy
9,12C,Economy
9,12D,Economy
9,12E,Economy
9,13F,Economy
9,13A,Economy
9,13B,Economy
9,13C,Economy
9,13D,Economy
9,13E,Economy
9,14F,Economy
9,14A,Economy
9,14B,Economy
9,14C,Economy
9,14D,Economy
9,14E,Economy
9,15F,Economy
9,15A,Economy
9,15B,Economy
9,15C,Economy
9,15D,Economy
9,15E,Economy
9,16F,Economy
9,16A,Economy
9,16B,Economy
9,16C,Economy
9,16D,Economy
9,16E,Economy
9,17F,Economy
9,17A,Economy
9,17B,Economy
9,17C,Economy
9,17D,Economy
9,17E,Economy
9,18F,Economy
9,18A,Economy
9,18B,Economy
9,18C,Economy
9,18D,Economy
9,18E,Economy
9,19F,Economy
9,19A,Economy
9,19B,Economy
9,19C,Economy
9,19D,Economy
9,19E,Economy
9,20F,Economy
9,20A,Economy
9,20B,Economy
9,20C,Economy
9,20D,Economy
9,20E,Economy
9,21F,Economy
9,21A,Economy
9,21B,Economy
9,21C,Economy
9,21D,Economy
9,21E,Economy
9,22F,Economy
9,22A,Economy
9,22B,Economy
9,22C,Economy
9,22D,Economy
9,22E,Economy
9,23F,Economy
10,1A,Business
10,1B,Business
10,1C,Business
10,1D,Business
10,2A,Business
10,2B,Business
10,2C,Business
10,2D,Business
10,3A,Economy
10,3B,Economy
10,3C,Economy
10,3D,Economy
10,3E,Economy
10,4F,Economy
10,4A,Economy
10,4B,Economy
10,4C,Economy
10,4D,Economy
10,4E,Economy
10,5F,Economy
10,5A,Economy
10,5B,Economy
10,5C,Economy
10,5D,Economy
10,5E,Economy
10,6F,Economy
10,6A,Economy
10,6B,Economy
10,6C,Economy
10,6D,Economy
10,6E,Economy
10,7F,Economy
10,7A,Economy
10,7B,Economy
10,7C,Economy
10,7D,Economy
10,7E,Economy
10,8F,Economy
10,8A,Economy
10,8B,Economy
10,8C,Economy
10,8D,Economy
10,9A,Economy
10,9B,Economy
10,9C,Economy
10,9D,Economy
10,9E,Economy
10,10F,Economy
10,10A,Economy
10,10B,Economy
10,10C,Economy
10,10D,Economy
10,10E,Economy
10,11F,Economy
10,11A,Economy
10,11B,Economy
10,11C,Economy
10,11D,Economy
10,11E,Economy
10,12F,Economy
10,12A,Economy
10,12B,Economy
10,12C,Economy
10,12D,Economy
10,12E,Economy
10,13F,Economy
10,13A,Economy
10,13B,Economy
10,13C,Economy
10,13D,Economy
10,13E,Economy
10,14F,Economy
10,14A,Economy
10,14B,Economy
10,14C,Economy
10,14D,Economy
10,14E,Economy
10,15F,Economy
10,15A,Economy
10,15B,Economy
10,15C,Economy
10,15D,Economy
10,15E,Economy
10,16F,Economy
10,16A,Economy
10,16B,Economy
10,16C,Economy
10,16D,Economy
10,16E,Economy
10,17F,Economy
10,17A,Economy
10,17B,Economy
10,17C,Economy
10,17D,Economy
10,17E,Economy
10,18F,Economy
10,18A,Economy
10,18B,Economy
10,18C,Economy
10,18D,Economy
10,18E,Economy
10,19F,Economy
10,19A,Economy
10,19B,Economy
10,19C,Economy
10,19D,Economy
10,19E,Economy
10,20F,Economy
10,20A,Economy
10,20B,Economy
10,20C,Economy
10,20D,Economy
10,20E,Economy
10,21F,Economy
10,21A,Economy
10,21B,Economy
10,21C,Economy
10,21D,Economy
10,21E,Economy
10,22F,Economy
10,22A,Economy
10,22B,Economy
10,22C,Economy
10,22D,Economy
10,22E,Economy
10,23F,Economy
11,1A,Business
11,1B,Business
11,1C,Business
11,1D,Business
11,2A,Business
11,2B,Business
11,2C,Business
11,2D,Business
11,3A,Economy
11,3B,Economy
11,3C,Economy
11,3D,Economy
11,3E,Economy
11,4F,Economy
11,4A,Economy
11,4B,Economy
11,4C,Economy
11,4D,Economy
11,4E,Economy
11,5F,Economy
11,5A,Economy
11,5B,Economy
11,5C,Economy
11,5D,Economy
11,5E,Economy
11,6F,Economy
11,6A,Economy
11,6B,Economy
11,6C,Economy
11,6D,Economy
11,6E,Economy
11,7F,Economy
11,7A,Economy
11,7B,Economy
11,7C,Economy
11,7D,Economy
11,7E,Economy
11,8F,Economy
11,8A,Economy
11,8B,Economy
11,8C,Economy
11,8D,Economy
11,9A,Economy
11,9B,Economy
11,9C,Economy
11,9D,Economy
11,9E,Economy
11,10F,Economy
11,10A,Economy
11,10B,Economy
11,10C,Economy
11,10D,Economy
11,10E,Economy
11,11F,Economy
11,11A,Economy
11,11B,Economy
11,11C,Economy
11,11D,Economy
11,11E,Economy
11,12F,Economy
11,12A,Economy
11,12B,Economy
11,12C,Economy
11,12D,Economy
11,12E,Economy
11,13F,Economy
11,13A,Economy
11,13B,Economy
11,13C,Economy
11,13D,Economy
11,13E,Economy
11,14F,Economy
11,14A,Economy
11,14B,Economy
11,14C,Economy
11,14D,Economy
11,14E,Economy
11,15F,Economy
11,15A,Economy
11,15B,Economy
11,15C,Economy
11,15D,Economy
11,15E,Economy
11,16F,Economy
11,16A,Economy
11,16B,Economy
11,16C,Economy
11,16D,Economy
11,16E,Economy
11,17F,Economy
11,17A,Economy
11,17B,Economy
11,17C,Economy
11,17D,Economy
11,17E,Economy
11,18F,Economy
11,18A,Economy
11,18B,Economy
11,18C,Economy
11,18D,Economy
11,18E,Economy
11,19F,Economy
11,19A,Economy
11,19B,Economy
11,19C,Economy
11,19D,Economy
11,19E,Economy
11,20F,Economy
11,20A,Economy
11,20B,Economy
11,20C,Economy
11,20D,Economy
11,20E,Economy
11,21F,Economy
11,21A,Economy
11,21B,Economy
11,21C,Economy
11,21D,Economy
11,21E,Economy
11,22F,Economy
11,22A,Economy
11,22B,Economy
11,22C,Economy
11,22D,Economy
11,22E,Economy
11,23F,Economy
12,1A,Business
12,1B,Business
12,1C,Business
12,1D,Business
12,2A,Business
12,2B,Business
12,2C,Business
12,2D,Business
12,3A,Economy
12,3B,Economy
12,3C,Economy
12,3D,Economy
12,3E,Economy
12,4F,Economy
12,4A,Economy
12,4B,Economy
12,4C,Economy
12,4D,Economy
12,4E,Economy
12,5F,Economy
12,5A,Economy
12,5B,Economy
12,5C,Economy
12,5D,Economy
12,5E,Economy
12,6F,Economy
12,6A,Economy
12,6B,Economy
12,6C,Economy
12,6D,Economy
12,6E,Economy
12,7F,Economy
12,7A,Economy
12,7B,Economy
12,7C,Economy
12,7D,Economy
12,7E,Economy
12,8F,Economy
12,8A,Economy
12,8B,Economy
12,8C,Economy
12,8D,Economy
12,9A,Economy
12,9B,Economy
12,9C,Economy
12,9D,Economy
12,9E,Economy
12,10F,Economy
12,10A,Economy
12,10B,Economy
12,10C,Economy
12,10D,Economy
12,10E,Economy
12,11F,Economy
12,11A,Economy
12,11B,Economy
12,11C,Economy
12,11D,Economy
12,11E,Economy
12,12F,Economy
12,12A,Economy
12,12B,Economy
12,12C,Economy
12,12D,Economy
12,12E,Economy
12,13F,Economy
12,13A,Economy
12,13B,Economy
12,13C,Economy
12,13D,Economy
12,13E,Economy
12,14F,Economy
12,14A,Economy
12,14B,Economy
12,14C,Economy
12,14D,Economy
12,14E,Economy
12,15F,Economy
12,15A,Economy
12,15B,Economy
12,15C,Economy
12,15D,Economy
12,15E,Economy
12,16F,Economy
12,16A,Economy
12,16B,Economy
12,16C,Economy
12,16D,Economy
12,16E,Economy
12,17F,Economy
12,17A,Economy
12,17B,Economy
12,17C,Economy
12,17D,Economy
12,17E,Economy
12,18F,Economy
12,18A,Economy
12,18B,Economy
12,18C,Economy
12,18D,Economy
12,18E,Economy
12,19F,Economy
12,19A,Economy
12,19B,Economy
12,19C,Economy
12,19D,Economy
12,19E,Economy
12,20F,Economy
12,20A,Economy
12,20B,Economy
12,20C,Economy
12,20D,Economy
12,20E,Economy
12,21F,Economy
12,21A,Economy
12,21B,Economy
12,21C,Economy
12,21D,Economy
12,21E,Economy
12,22F,Economy
12,22A,Economy
12,22B,Economy
12,22C,Economy
12,22D,Economy
12,22E,Economy
12,23F,Economy
13,1A,Business
13,1B,Business
13,1C,Business
13,1D,Business
13,2A,Business
13,2B,Business
13,2C,Business
13,2D,Business
13,3A,Economy
13,3B,Economy
13,3C,Economy
13,3D,Economy
13,3E,Economy
13,4F,Economy
13,4A,Economy
13,4B,Economy
13,4C,Economy
13,4D,Economy
13,4E,Economy
13,5F,Economy
13,5A,Economy
13,5B,Economy
13,5C,Economy
13,5D,Economy
13,5E,Economy
13,6F,Economy
13,6A,Economy
13,6B,Economy
13,6C,Economy
13,6D,Economy
13,6E,Economy
13,7F,Economy
13,7A,Economy
13,7B,Economy
13,7C,Economy
13,7D,Economy
13,7E,Economy
13,8F,Economy
13,8A,Economy
13,8B,Economy
13,8C,Economy
13,8D,Economy
13,9A,Economy
13,9B,Economy
13,9C,Economy
13,9D,Economy
13,9E,Economy
13,10F,Economy
13,10A,Economy
13,10B,Economy
13,10C,Economy
